City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Property Type,Square Footage
Langley,BC,49.0832861,-122.6133525,2498800.0,4.0,3.0,Single Family,2849.0
Langley,BC,49.1526338,-122.6466384,474900.0,1.0,1.0,Condo,557.0
Mission,BC,49.1464695,-122.3194125,419900.0,1.0,1.0,Condo,515.0
Langley,BC,49.01035,-122.556809,2749900.0,2.0,2.0,Single Family,2800.0
Langley,BC,49.1411311,-122.6429788,1200000.0,4.0,3.0,Condo/Townhome,1906.0
Mission,BC,49.1476742,-122.3164001,1045999.0,5.0,3.0,Single Family,2459.0
Langley,BC,49.0762402,-122.5654692,1399000.0,3.0,1.0,Single Family,1190.0
Mission,BC,49.1402688,-122.2885179,645000.0,2.0,2.0,Condo,1132.0
Mission,BC,49.1417644,-122.3214694,959900.0,3.0,2.0,Single Family,2174.0
Chilliwack,BC,49.1730502,-121.9692686,679900.0,2.0,1.0,Single Family,1507.0
Mission,BC,49.1413847,-122.3221629,1095000.0,4.0,2.0,Single Family,2144.0
Mission,BC,49.2046126,-122.0584047,1250000.0,2.0,1.0,Manufactured Home,784.0
Langley,BC,49.006174,-122.6301403,2695000.0,2.0,1.0,Single Family,2268.0
Langley,BC,49.1198445,-122.5442705,3450000.0,4.0,3.0,Single Family,2953.0
Langley,BC,49.100602,-122.5521184,5713333.0,6.0,5.0,Single Family,6281.0
Chilliwack,BC,49.1767069,-121.9691455,674900.0,3.0,1.0,Single Family,847.0
Langley,BC,49.1864669,-122.601058,5390000.0,6.0,6.0,Single Family,6651.0
Mission,BC,49.1881636,-122.3994727,1788000.0,5.0,3.0,Single Family,3500.0
Mission,BC,49.1442223,-122.3136725,925000.0,3.0,3.0,Single Family,2233.0
Maple Ridge,BC,49.1745622,-122.4684994,1249900.0,5.0,3.0,Single Family,2223.0
Mission,BC,49.1843942,-122.3321679,1856000.0,3.0,3.0,Single Family,3175.0
Langley,BC,49.0548492,-122.4889935,1490000.0,3.0,2.0,Single Family,2345.0
Mission,BC,49.1595953,-122.2817213,1999888.0,4.0,5.0,Single Family,3232.0
Langley,BC,49.1469767,-122.6449487,798000.0,2.0,2.0,Condo,1119.0
Maple Ridge,BC,49.2013489,-122.5734342,1100000.0,3.0,2.0,Single Family,1749.0
Langley,BC,49.0748564,-122.5618156,1799900.0,7.0,5.0,Single Family,4241.0
Langley,BC,49.0748564,-122.5618156,1899900.0,6.0,6.0,Single Family,4246.0
Mission,BC,49.152914,-122.3516749,744000.0,3.0,3.0,Condo/Townhome,1507.0
Chilliwack,BC,49.121934,-121.9721381,1749000.0,7.0,6.0,Single Family,4849.0
Chilliwack,BC,49.1091888,-121.9613333,219900.0,2.0,1.0,Manufactured Home,768.0
Chilliwack,BC,49.1073653,-121.9631689,769900.0,2.0,2.0,Condo,1212.0
Langley,BC,49.1523643,-122.642177,630000.0,2.0,1.0,Condo,652.0
Chilliwack,BC,49.1527015,-121.9645669,349000.0,2.0,2.0,Condo,837.0
Mission,BC,49.1716172,-122.325105,1999888.0,4.0,5.0,Single Family,6022.0
Chilliwack,BC,49.1181251,-121.9690195,899900.0,4.0,3.0,Single Family,2499.0
Mission,BC,49.1574727,-122.3156477,1349000.0,6.0,4.0,Single Family,2880.0
Mission,BC,49.1378688,-122.2967506,618500.0,2.0,2.0,Townhome,1374.0
Mission,BC,49.1497868,-122.2930406,1149000.0,4.0,3.0,Single Family,2377.0
Mission,BC,49.2032383,-122.3671873,1399000.0,3.0,4.0,Single Family,1855.0
Chilliwack,BC,49.1576983,-121.9626083,675000.0,3.0,3.0,Townhome,1431.0
Langley,BC,49.1287472,-122.5883968,3349000.0,4.0,3.0,Single Family,3000.0
Langley,BC,49.1667911,-122.6227459,1749000.0,7.0,5.0,Single Family,4206.0
Langley,BC,49.1429257,-122.6434015,839000.0,3.0,3.0,Townhome,1312.0
Chilliwack,BC,49.1218606,-121.9687234,749900.0,3.0,3.0,Townhome,2010.0
Mission,BC,49.1624041,-122.3205391,1499000.0,8.0,6.0,Single Family,3485.0
Chilliwack,BC,49.1645681,-121.9668829,949900.0,4.0,4.0,Single Family,2385.0
Langley,BC,49.0820957,-122.534859,2690000.0,4.0,2.0,Single Family,1991.0
Mission,BC,49.1525588,-122.312773,1099900.0,5.0,3.0,Single Family,2722.0
Mission,BC,49.154029,-122.2582927,1399999.0,3.0,4.0,Single Family,4626.0
Maple Ridge,BC,49.193969,-122.535066,1649000.0,5.0,4.0,Single Family,3982.0
Mission,BC,49.1425749,-122.3380199,1090000.0,3.0,2.0,Single Family,2899.0
Maple Ridge,BC,49.206141,-122.5057889,2195000.0,4.0,2.0,Single Family,3205.0
Mission,BC,49.1497467,-122.2440636,399900.0,3.0,1.0,Manufactured Home,1637.0
Langley,BC,49.0944262,-122.6074046,1688888.0,6.0,4.0,Single Family,3906.0
Maple Ridge,BC,49.2058894,-122.4689738,1777777.0,3.0,2.0,Single Family,1415.0
Mission,BC,49.134541,-122.3385859,1990000.0,2.0,1.0,Single Family,1213.0
Chilliwack,BC,49.1050987,-121.9651444,419500.0,1.0,1.0,Condo,621.0
Cultus Lake,BC,49.0600276,-121.9629023,1499900.0,2.0,2.0,Condo,1371.0
Langley,BC,49.1691069,-122.5824857,2399000.0,6.0,4.0,Single Family,2861.0
Chilliwack,BC,49.1568996,-122.0015199,749000.0,2.0,2.0,Townhome,2700.0
Chilliwack,BC,49.1649105,-121.9650024,369900.0,1.0,1.0,Condo,744.0
Chilliwack,BC,49.0959305,-121.9680653,639000.0,3.0,3.0,Condo/Townhome,1374.0
Chilliwack,BC,49.0931603,-122.0108249,3150000.0,8.0,5.0,Single Family,4727.0
Langley,BC,49.10501,-122.64468,565000.0,2.0,2.0,Condo,1037.0
Mission,BC,49.1408611,-122.3346587,628880.0,3.0,3.0,Townhome,1805.0
Mission,BC,49.1790407,-122.3320044,1799900.0,3.0,2.0,Single Family,2039.0
Columbia Valley,BC,49.0240266,-122.0513069,1850000.0,3.0,2.0,Single Family,2035.0
Chilliwack,BC,49.1527015,-121.9645669,298900.0,1.0,1.0,Condo,718.0
Mission,BC,49.1591326,-122.3193257,1449000.0,7.0,5.0,Single Family,3860.0
Maple Ridge,BC,49.2051591,-122.516076,2399000.0,5.0,4.0,Single Family,3892.0
Maple Ridge,BC,49.2039378,-122.5519859,2069900.0,6.0,6.0,Single Family,4529.0
Langley,BC,49.1516505,-122.6406188,900000.0,4.0,3.0,Townhome,1572.0
Langley,BC,49.170498,-122.644327,940000.0,3.0,3.0,Townhome,1585.0
Maple Ridge,BC,49.1940919,-122.5574749,1020000.0,3.0,4.0,Townhome,2495.0
Maple Ridge,BC,49.1896539,-122.5601491,1578800.0,3.0,4.0,Single Family,3151.0
Abbotsford,BC,49.030533,-122.11138,1790000.0,3.0,3.0,Single Family,2565.0
Vancouver,BC,49.1451684,-122.6447649,799000.0,2.0,2.0,Condo,1139.0
Langley,BC,49.0598502,-122.483887,988000.0,4.0,2.0,Single Family,1385.0
Langley,BC,49.0998866,-122.6241397,7500000.0,4.0,2.0,Single Family,1770.0
Maple Ridge,BC,49.1728544,-122.5076267,849000.0,3.0,1.0,Single Family,2009.0
Chilliwack,BC,49.1293641,-121.9677756,1099900.0,3.0,3.0,Single Family,2578.0
Chilliwack,BC,49.1590918,-122.0259534,3999900.0,4.0,3.0,Single Family,2532.0
Lindell Beach,BC,49.0336204,-122.0277737,1899000.0,2.0,1.0,Single Family,928.0
Mission,BC,49.1482988,-122.2928711,1199900.0,5.0,3.0,Single Family,2501.0
Mission,BC,49.1580633,-122.3248583,1274900.0,4.0,3.0,Single Family,3762.0
Mission,BC,49.1517796,-122.2823329,1299888.0,6.0,4.0,Single Family,3000.0
Langley,BC,49.145248,-122.6446541,799000.0,3.0,2.0,Condo,1174.0
Chilliwack,BC,49.1713202,-121.9704651,999900.0,4.0,2.0,Single Family,1959.0
Mission,BC,49.1580633,-122.3248583,1274900.0,4.0,3.0,Single Family,3762.0
Mission,BC,49.161362,-122.311133,789900.0,4.0,4.0,Townhome,1746.0
Chilliwack,BC,49.0959305,-121.9680653,724900.0,3.0,4.0,Condo/Townhome,2073.0
Mission,BC,49.1462766,-122.2670897,249000.0,2.0,1.0,Manufactured Home,743.0
Langley,BC,49.1371905,-122.6464667,4599999.0,2.0,1.0,Single Family,1310.0
Mission,BC,49.161362,-122.311133,789900.0,4.0,4.0,Condo/Townhome,1744.0
Langley,BC,49.1465086,-122.6447876,675000.0,2.0,2.0,Condo,864.0
Mission,BC,49.1507203,-122.3150192,3250000.0,5.0,4.0,Single Family,3750.0
Chilliwack,BC,49.164784,-122.0178904,879900.0,4.0,4.0,Condo/Townhome,2657.0
Mission,BC,49.1658317,-122.3096206,1399000.0,3.0,3.0,Single Family,2306.0
Langley,BC,49.1411959,-122.6472495,1159900.0,4.0,4.0,Townhome,2097.0
Langley,BC,49.1411959,-122.6472495,1169900.0,4.0,4.0,Townhome,2097.0
Langley,BC,49.0514273,-122.5324598,4999999.0,5.0,7.0,Single Family,6152.0
Langley,BC,49.1411959,-122.6472495,999900.0,4.0,4.0,Townhome,1650.0
Mission,BC,49.1516115,-122.3262623,1099900.0,5.0,3.0,Single Family,2500.0
Mission,BC,49.1383239,-122.3275919,1095000.0,4.0,3.0,Single Family,2463.0
Chilliwack,BC,49.152697,-121.9645934,389000.0,2.0,2.0,Condo,857.0
Langley,BC,49.1576806,-122.6404916,1075000.0,3.0,2.0,Condo,1337.0
Mission,BC,49.1482479,-122.3155329,1049000.0,3.0,1.0,Single Family,1860.0
Maple Ridge,BC,49.1880454,-122.5542002,1099990.0,4.0,4.0,Single Family,2295.0
Chilliwack,BC,49.1051956,-121.9659081,599000.0,2.0,2.0,Condo,826.0
Mission,BC,49.1776303,-122.25589,525900.0,1.0,2.0,Single Family,961.0
Langley,BC,49.0949595,-122.5543523,1850000.0,3.0,3.0,Single Family,2303.0
Osoyoos,BC,49.0341988,-122.0176086,739900.0,4.0,3.0,Single Family,2349.0
Osoyoos,BC,49.0341988,-122.0176086,639000.0,2.0,2.0,Single Family,1260.0
Langley,BC,49.0606982,-122.4765391,1399900.0,4.0,3.0,Single Family,1714.0
Mission,BC,49.1939335,-122.2448304,1995000.0,3.0,1.0,Manufactured Home,871.0
Chilliwack,BC,49.1110191,-121.9630172,759999.0,3.0,1.0,Single Family,1102.0
Lindell Beach,BC,49.0353723,-122.023718,1139000.0,3.0,3.0,Single Family,1705.0
Mission,BC,49.1530734,-122.2930735,1200000.0,4.0,3.0,Single Family,2704.0
Mission,BC,49.1538985,-122.3827054,1999000.0,0.0,1.0,Townhome,1200.0
Mission,BC,49.1408775,-122.3221842,1640000.0,3.0,2.0,Single Family,2298.0
Mission,BC,49.180864,-122.4025905,1899900.0,5.0,3.0,Single Family,2932.0
Chilliwack,BC,49.1230083,-121.9635123,1189000.0,4.0,2.0,Single Family,2805.0
Langley,BC,49.1331416,-122.6450271,549900.0,1.0,1.0,Condo,729.0
Langley,BC,49.0139165,-122.5394237,6399999.0,6.0,6.0,Single Family,10088.0
Mission,BC,49.15205,-122.2818952,1649000.0,7.0,5.0,Single Family,3959.0
Mission,BC,49.1611594,-122.1201251,6750000.0,5.0,2.0,Single Family,2954.0
Chilliwack,BC,49.0935787,-121.9670708,1299900.0,4.0,4.0,Single Family,2336.0
Mission,BC,49.1724765,-122.2762202,1395000.0,5.0,3.0,Single Family,2892.0
Maple Ridge,BC,49.2039378,-122.5519859,1999800.0,6.0,5.0,Single Family,4187.0
Mission,BC,49.1470601,-122.3115176,899000.0,3.0,1.0,Single Family,1186.0
Maple Ridge,BC,49.1795468,-122.4676649,2100000.0,3.0,2.0,Single Family,1909.0
Langley,BC,49.1535523,-122.6434714,605000.0,2.0,2.0,Condo,919.0
Langley,BC,49.0887916,-122.639724,1499000.0,7.0,2.0,Single Family,2688.0
Langley,BC,49.1570516,-122.6474373,739900.0,2.0,2.0,Condo/Townhome,1065.0
Chilliwack,BC,49.0814743,-122.0459425,987000.0,4.0,3.0,Single Family,2153.0
Mission,BC,49.1360301,-122.2932509,765000.0,3.0,1.0,Single Family,1825.0
Columbia Valley,BC,49.0329412,-122.0332507,1299999.0,3.0,2.0,Single Family,1805.0
Chilliwack,BC,49.1585277,-122.0120886,1749900.0,4.0,3.0,Single Family,2875.0
Chilliwack,BC,49.1616232,-121.9902884,1170000.0,5.0,4.0,Single Family,2759.0
Chilliwack,BC,49.1616232,-121.9902884,1025000.0,4.0,3.0,Single Family,2250.0
Lindell Beach,BC,49.0344248,-122.0163392,889900.0,2.0,2.0,Single Family,1457.0
Chilliwack,BC,49.152815,-121.964525,414000.0,2.0,2.0,Condo,911.0
Mission,BC,49.1478702,-122.3156512,889900.0,4.0,3.0,Single Family,2241.0
Chilliwack,BC,49.1406183,-121.9715226,1199900.0,4.0,3.0,Single Family,3042.0
Langley,BC,49.1330123,-122.639001,1749000.0,5.0,5.0,Single Family,3747.0
Langley,BC,49.1500878,-122.6462008,789900.0,2.0,2.0,Condo,1096.0
Abbotsford,BC,49.0171347,-122.1310098,4699000.0,6.0,3.0,Single Family,4710.0
Langley,BC,49.1593698,-122.6323794,1488000.0,3.0,3.0,Single Family,2487.0
Mission,BC,49.1393072,-122.3205718,719900.0,3.0,3.0,Townhome,1409.0
Mission,BC,49.152096,-122.2807265,1124900.0,4.0,4.0,Duplex,2520.0
Mission,BC,49.2050037,-122.360442,1698888.0,4.0,2.0,Single Family,2629.0
Maple Ridge,BC,49.178851,-122.539902,3888000.0,3.0,1.0,Single Family,2300.0
Langley,BC,49.1694651,-122.5766358,1098000.0,2.0,3.0,Condo,1429.0
Langley,BC,49.0929155,-122.6068338,1545000.0,3.0,3.0,Single Family,1951.0
Chilliwack,BC,49.1638696,-121.9794141,323000.0,2.0,2.0,Manufactured Home,963.0
Langley,BC,49.14467,-122.6088975,1900000.0,2.0,2.0,Single Family,868.0
Langley,BC,49.0805176,-122.6442765,1950000.0,6.0,4.0,Single Family,4076.0
Mission,BC,49.1683333,-122.3125167,1999000.0,3.0,3.0,Single Family,2500.0
Langley,BC,49.1606175,-122.6123553,3400000.0,3.0,3.0,Single Family,3280.0
Langley,BC,49.084612,-122.642749,1749999.0,4.0,2.0,Single Family,2100.0
Chilliwack,BC,49.1277716,-122.0060291,1429000.0,3.0,1.0,Single Family,1095.0
Langley,BC,49.1629908,-122.5066979,7500000.0,4.0,3.0,Single Family,2048.0
Langley,BC,49.089125,-122.6044423,969900.0,3.0,3.0,Condo/Townhome,1617.0
Langley,BC,49.089125,-122.6044423,1069900.0,3.0,3.0,Condo/Townhome,1672.0
Langley,BC,49.0895973,-122.6105744,1020000.0,4.0,3.0,Townhome,1777.0
Chilliwack,BC,49.1355624,-121.972515,699900.0,3.0,3.0,Condo/Townhome,1705.0
Langley,BC,49.0474267,-122.4829123,5999000.0,3.0,3.0,Single Family,1894.0
Langley,BC,49.1519602,-122.6408017,799999.0,3.0,3.0,Townhome,1285.0
Mission,BC,49.1464951,-122.2959372,1299000.0,6.0,4.0,Single Family,2942.0
Langley,BC,49.1810714,-122.6438449,2439900.0,6.0,4.0,Single Family,4675.0
Chilliwack,BC,49.1547292,-122.0360027,1750000.0,5.0,3.0,Single Family,3956.0
Langley,BC,49.0163556,-122.5752381,4380000.0,4.0,4.0,Single Family,5965.0
Lindell Beach,BC,49.0330125,-122.0187426,859000.0,2.0,2.0,Single Family,1284.0
Mission,BC,49.1546106,-122.2477051,1498000.0,6.0,5.0,Single Family,3772.0
Langley,BC,49.1523643,-122.642177,599000.0,2.0,1.0,Condo,652.0
Chilliwack,BC,49.1121459,-121.9894459,760000.0,2.0,2.0,Single Family,1536.0
Chilliwack,BC,49.1398661,-121.9754223,315867.0,2.0,2.0,Townhome,1051.0
Langley,BC,49.1585736,-122.6413941,1089900.0,4.0,4.0,Duplex,2137.0
Langley,BC,49.152318,-122.4973992,2675000.0,3.0,2.0,Single Family,3080.0
Langley,BC,49.0169136,-122.5615988,5890000.0,4.0,5.0,Single Family,6283.0
Cultus Lake,BC,49.0710554,-121.9615413,999880.0,3.0,2.0,Single Family,2084.0
Mission,BC,49.1346592,-122.3406289,530000.0,2.0,2.0,Condo,783.0
Langley,BC,49.1395645,-122.5834829,3988800.0,5.0,7.0,Single Family,6910.0
Mission,BC,49.1574737,-122.2980018,2750000.0,5.0,3.0,Single Family,3312.0
Mission,BC,49.1530734,-122.3248325,1290000.0,6.0,4.0,Single Family,3127.0
Langley,BC,49.0118189,-122.5314643,9450000.0,5.0,7.0,Single Family,12367.0
Mission,BC,49.1404845,-122.3361808,1099000.0,3.0,1.0,Single Family,1834.0
Mission,BC,49.1413644,-122.3259788,1450000.0,5.0,3.0,Single Family,2248.0
Langley,BC,49.1468307,-122.6430231,945000.0,3.0,3.0,Townhome,1457.0
Langley,BC,49.162145,-122.637923,1069900.0,3.0,3.0,Townhome,1611.0
Chilliwack,BC,49.1382891,-122.0064684,1899000.0,5.0,4.0,Single Family,1495.0
Mission,BC,49.1699999,-122.276573,2695900.0,4.0,4.0,Single Family,1583.0
Mission,BC,49.1404878,-122.3366864,1099000.0,3.0,2.0,Single Family,1358.0
Mission,BC,49.1393926,-122.3158594,429900.0,2.0,1.0,Condo/Townhome,944.0
Mission,BC,49.1404854,-122.3364404,1099000.0,2.0,1.0,Single Family,1116.0
Mission,BC,49.1571993,-122.2833318,995000.0,3.0,3.0,Single Family,2762.0
Mission,BC,49.1497467,-122.2440636,2399999.0,4.0,2.0,Single Family,1824.0
Chilliwack,BC,49.1289583,-121.9617319,599900.0,2.0,2.0,Condo,1490.0
Langley,BC,49.0927742,-122.5697346,3999900.0,5.0,3.0,Single Family,3639.0
Chilliwack,BC,49.099224,-121.992548,839000.0,3.0,3.0,Townhome,2478.0
Chilliwack,BC,49.165428,-121.9692845,1199000.0,5.0,3.0,Single Family,3250.0
Langley,BC,49.131988,-122.576664,220000.0,2.0,1.0,Manufactured Home,768.0
Mission,BC,49.1367093,-122.3218253,1399999.0,6.0,4.0,Single Family,3141.0
Abbotsford,BC,49.1000079,-122.115593,2188800.0,3.0,3.0,Single Family,2011.0
Langley,BC,49.164316,-122.645466,694000.0,3.0,2.0,Townhome,1366.0
Mission,BC,49.1425868,-122.3014012,1889900.0,5.0,3.0,Single Family,2938.0
Mission,BC,49.1542493,-122.2358676,1149000.0,4.0,2.0,Single Family,2037.0
Mission,BC,49.1368605,-122.306145,429900.0,1.0,1.0,Condo,930.0
Mission,BC,49.1507368,-122.312425,999999.0,4.0,3.0,Single Family,2500.0
Langley,BC,49.0065155,-122.5648464,10998000.0,6.0,7.0,Single Family,9209.0
Maple Ridge,BC,49.205173,-122.4376559,1699990.0,3.0,1.0,Single Family,1614.0
Mission,BC,49.1652961,-122.2673168,1600000.0,3.0,1.0,Single Family,1696.0
Mission,BC,49.1566103,-122.2544179,1299000.0,5.0,3.0,Single Family,2515.0
Langley,BC,49.0706586,-122.5495542,510000.0,3.0,2.0,Manufactured Home,1056.0
Mission,BC,49.1404884,-122.3369471,1099000.0,3.0,2.0,Single Family,1200.0
Langley,BC,49.131613,-122.5836366,2175000.0,4.0,2.0,Single Family,3200.0
Langley,BC,49.1052174,-122.639135,2100000.0,4.0,4.0,Single Family,2440.0
Langley,BC,49.1049914,-122.639059,2100000.0,5.0,3.0,Single Family,2651.0
Langley,BC,49.1047657,-122.6391527,2100000.0,3.0,1.0,Single Family,1204.0
Langley,BC,49.1470859,-122.6450606,618000.0,2.0,2.0,Condo,811.0
Langley,BC,49.1542917,-122.6446634,449900.0,0.0,1.0,Condo,488.0
Langley,BC,49.1542917,-122.6446634,784900.0,3.0,2.0,Condo,912.0
Langley,BC,49.0669477,-122.4808394,5500000.0,5.0,4.0,Single Family,3802.0
Mission,BC,49.1640454,-122.3144618,699900.0,3.0,3.0,Townhome,1326.0
Mission,BC,49.1640454,-122.3144618,699900.0,3.0,3.0,Townhome,1326.0
Mission,BC,49.168509,-122.1288548,1094000.0,3.0,2.0,Single Family,1791.0
Langley,BC,49.0572272,-122.4787378,365000.0,3.0,1.0,Manufactured Home,1040.0
Mission,BC,49.1351191,-122.3185825,529000.0,4.0,2.0,Townhome,1192.0
Mission,BC,49.1350296,-122.3012479,575000.0,2.0,2.0,Townhome,1438.0
Mission,BC,49.1640454,-122.3144618,719900.0,3.0,3.0,Townhome,1326.0
Chilliwack,BC,49.1382662,-121.9646787,435000.0,2.0,2.0,Condo,1088.0
Mission,BC,49.1606029,-122.2976786,4490000.0,1.0,1.0,Single Family,2127.0
Langley,BC,49.0765092,-122.5713051,1639000.0,4.0,3.0,Single Family,1917.0
Mission,BC,49.154522,-122.2337992,379000.0,1.0,1.0,Single Family,574.0
Mission,BC,49.1793333,-122.2733976,2100000.0,4.0,4.0,Single Family,4648.0
Mission,BC,49.136933,-122.312894,1099000.0,3.0,2.0,Single Family,2376.0
Langley,BC,49.0749502,-122.6457713,5000000.0,5.0,3.0,Single Family,3402.0
Mission,BC,49.1364023,-122.2918373,1095000.0,2.0,2.0,Single Family,1986.0
Langley,BC,49.0750041,-122.6447949,5000000.0,6.0,3.0,Single Family,3508.0
Langley,BC,49.0751877,-122.645318,5000000.0,4.0,3.0,Single Family,3070.0
Mission,BC,49.1389351,-122.2974243,849900.0,3.0,3.0,Condo,1733.0
Mission,BC,49.1598885,-122.2816225,1999888.0,6.0,5.0,Single Family,4449.0
Chilliwack,BC,49.152697,-121.9645934,414900.0,2.0,2.0,Condo,852.0
Langley,BC,49.161997,-122.634668,750000.0,3.0,2.0,Townhome,1442.0
Mission,BC,49.1518207,-122.3205454,1249000.0,4.0,3.0,Single Family,2733.0
Mission,BC,49.1659796,-122.2252085,1138880.0,3.0,2.0,Single Family,1507.0
Mission,BC,49.1389351,-122.2974243,744900.0,3.0,3.0,Condo,1459.0
Mission,BC,49.1347268,-122.2943298,1199000.0,6.0,5.0,Single Family,3830.0
Langley,BC,49.1533957,-122.638251,1869000.0,7.0,4.0,Single Family,4001.0
Maple Ridge,BC,49.2051814,-122.5064523,2319000.0,5.0,3.0,Single Family,2636.0
Mission,BC,49.141894,-122.3248551,2144000.0,4.0,3.0,Single Family,2926.0
Mission,BC,49.1416384,-122.3251584,1840000.0,3.0,1.0,Single Family,1560.0
Maple Ridge,BC,49.2008656,-122.5389202,1399000.0,3.0,2.0,Single Family,2080.0
Mission,BC,49.185542,-122.071404,749900.0,2.0,1.0,Single Family,800.0
Mission,BC,49.1508749,-122.3193469,858000.0,3.0,2.0,Single Family,1576.0
Chilliwack,BC,49.102819,-121.9653147,494900.0,2.0,1.0,Condo,746.0
Maple Ridge,BC,49.205879,-122.530559,1059900.0,4.0,4.0,Townhome,2116.0
Maple Ridge,BC,49.1867878,-122.548373,1199800.0,4.0,4.0,Single Family,2172.0
Maple Ridge,BC,49.1866087,-122.5484092,1199800.0,4.0,4.0,Single Family,2236.0
Maple Ridge,BC,49.1867891,-122.5484219,1199800.0,4.0,4.0,Single Family,2172.0
Langley,BC,49.150526,-122.5069132,6800000.0,6.0,6.0,Single Family,6515.0
Maple Ridge,BC,49.2029881,-122.5606608,1428000.0,5.0,4.0,Single Family,3009.0
Mission,BC,49.1476004,-122.310541,1115000.0,5.0,3.0,Single Family,2565.0
Langley,BC,49.012113,-122.6192874,3988800.0,4.0,4.0,Single Family,3528.0
Langley,BC,49.089279,-122.647514,1399000.0,5.0,4.0,Single Family,2215.0
Langley,BC,49.1737379,-122.6063135,4499900.0,4.0,6.0,Single Family,6244.0
Chilliwack,BC,49.1773653,-121.9626858,999000.0,3.0,1.0,Single Family,1493.0
Mission,BC,49.1483196,-122.3222386,765000.0,3.0,1.0,Single Family,1021.0
Langley,BC,49.1257513,-122.5633709,2888000.0,4.0,1.0,Single Family,2250.0
Langley,BC,49.0900744,-122.6266783,949900.0,3.0,1.0,Single Family,1163.0
Langley,BC,49.1746604,-122.6380409,1899000.0,5.0,3.0,Single Family,2300.0
Maple Ridge,BC,49.206854,-122.466868,3980000.0,5.0,2.0,Single Family,2424.0
Abbotsford,BC,49.0988054,-122.119981,3450000.0,4.0,2.0,Single Family,3480.0
Mission,BC,49.1987966,-122.3664617,1495000.0,3.0,3.0,Single Family,1963.0
Langley,BC,49.0870481,-122.5798732,10600000.0,4.0,4.0,Single Family,4092.0
Mission,BC,49.142575,-122.3107016,1098888.0,3.0,3.0,Single Family,1552.0
Maple Ridge,BC,49.2039257,-122.5517112,2069000.0,6.0,6.0,Single Family,4406.0
Maple Ridge,BC,49.2039257,-122.5517112,2069000.0,6.0,6.0,Single Family,4487.0
Mission,BC,49.1510311,-122.2582802,1198000.0,4.0,3.0,Single Family,2100.0
Langley,BC,49.0278945,-122.536049,4399000.0,5.0,4.0,Single Family,3596.0
Langley,BC,49.0780296,-122.623476,4850000.0,4.0,3.0,Single Family,2935.0
Port Moody,BC,49.27937,-122.833732,749000.0,2.0,2.0,Condo,881.0
Burnaby,BC,49.2236162,-122.9482789,1930000.0,6.0,4.0,Single Family,2415.0
Vancouver,BC,49.2688492,-123.1012085,799900.0,2.0,1.0,Condo,598.0
New Westminster,BC,49.2151513,-122.9020257,725000.0,2.0,2.0,Condo,941.0
Burnaby,BC,49.2256248,-123.0048434,886000.0,2.0,2.0,Condo,800.0
Vancouver,BC,49.2837156,-123.103377,848900.0,1.0,1.0,Condo,942.0
Vancouver,BC,49.2761893,-123.12245,968800.0,2.0,2.0,Condo,867.0
Vancouver,BC,49.2850658,-123.058114,479000.0,1.0,1.0,Condo,626.0
Vancouver,BC,49.2841118,-123.0599673,1349900.0,2.0,3.0,Condo,1266.0
Vancouver,BC,49.2232401,-123.08251,2038000.0,6.0,2.0,Single Family,2018.0
North Vancouver,BC,49.3252973,-123.0744732,1150000.0,3.0,3.0,Condo/Townhome,1586.0
Burnaby,BC,49.2679573,-123.0028462,989000.0,2.0,2.0,Condo,921.0
Coquitlam,BC,49.2463495,-122.8575636,1699900.0,5.0,3.0,Single Family,3421.0
Vancouver,BC,49.205678,-123.0308959,1238000.0,3.0,3.0,Condo/Townhome,1560.0
Burnaby,BC,49.2227754,-122.9922157,979000.0,2.0,2.0,Condo,909.0
Coquitlam,BC,49.2641475,-122.8838666,899999.0,3.0,2.0,Condo,1051.0
Vancouver,BC,49.2617491,-123.1170425,998000.0,2.0,2.0,Condo,1182.0
Richmond,BC,49.189911,-123.147171,1598800.0,4.0,2.0,Single Family,2324.0
Vancouver,BC,49.2801814,-123.1086837,950000.0,2.0,2.0,Condo,1038.0
Coquitlam,BC,49.2652022,-122.8817443,1469900.0,5.0,4.0,Single Family,1956.0
North Vancouver,BC,49.3161173,-122.9793872,1575000.0,3.0,3.0,Townhome,2214.0
Vancouver,BC,49.2792266,-123.1284049,1375000.0,2.0,2.0,Condo,1202.0
Vancouver,BC,49.2377953,-123.145139,6990000.0,4.0,4.0,Single Family,3568.0
Burnaby,BC,49.2141679,-122.9482972,799000.0,2.0,2.0,Condo,837.0
Vancouver,BC,49.2674928,-123.1488432,669000.0,1.0,1.0,Condo,665.0
Surrey,BC,49.1925594,-122.8386928,3000000.0,7.0,5.0,Single Family,3256.0
